url,type
http://kupony.allegro.secfence.lesavik.net,phishing
http://dlakupujacych.allegro.secfence.lesavik.net,phishing
http://charytatywni.allegro.secfence.lesavik.net,phishing
http://zcvalkenburg.nl/cs/,phishing
http://j-noordeloos-regenesis-therapeut.nl/cs/,phishing
http://logtenbergstoffering.nl/cs/,phishing
https://stage.cwport.com/,phishing
https://1drv.ms/w/s!At-jjZ83groCnyO7_wvBRYAE8lWA,phishing
https://online.jimmyjohns.com/basket/77a4bcc6-b9bd-45d0-bf09-35068e089857/declineinvite/9bf8dcc3-c961-428d-ac1f-04338959c0d0,phishing
https://olampicoer.blogspot.com/2018/11/vrret.html,phishing
https://matchcom.js-freedom.com/,phishing
http://mikilpi.cz/logs/csv/89,phishing
https://hdsupply.allegiancetech.com/cgi-bin/qwebcorporate.dll?idx=S3HTQC&amp;rk=GA2DKU,phishing
http://ronhommelfotografie.nl/cs/,phishing
http://onager.co.kr/wp-admin/excel2/index.php,phishing
https://www.autolikesfree.net/access-token.php,phishing
https://jimryky.blogspot.com/2018/11/szq_29.html,phishing
https://jimryky.blogspot.com/2018/11/seacle.html,phishing
https://jimryky.blogspot.com/2018/11/cdcdcdcd.html,phishing
https://jimryky.blogspot.com/2018/11/syempaxxx.html,phishing
https://jimryky.blogspot.com/2018/11/siempte.html,phishing
https://outofprint.cc/download/2018-payroll-calendar-paylocity.pdf,phishing
https://mahoganyusa.com/config/Yahoo/Mail/index2.php,phishing
https://mahoganyusa.com/config/Yahoo/Mail/,phishing
https://drive.google.com/file/d/1IGf88eawenXPw2wRjHq0Sz1fO_NdzHPp/view?usp=docs_web,phishing
https://docs.google.com/document/d/1IGf88eawenXPw2wRjHq0Sz1fO_NdzHPp,phishing
http://lijstenmakerijvanantwerpen.nl/cs/,phishing
http://sovve.nl/cs/,phishing
http://blog.stibbe.nl/cs/,phishing
http://gladysgarcete.com/aero.com/docg/docg/doc/filewords/,phishing
https://olampicoer.blogspot.com/2018/11/oscar.html,phishing
http://alkalizingwaters.com/images/includes/index.php?-UserID&amp;userid=dawn.gaid@oregonstate.edu,phishing
https://hphotel-my.sharepoint.com/:b:/g/personal/wmiranda_hp-hotels_com/EcU-QJdKNwpFgSFo3OcmWeEBxVl_yorGYoWtndRBvSSmvw?e=jKgPpk,phishing
http://nortiainteriors.com.au/wp-content/plugins/fresco-master/js/61cdb4adfa677f735fd0e0e40c12abd2/way.php,phishing
http://www.hotwheelsgarage.gr/cs/,phishing
https://www.suesses-online.com/Obrigatorio/acessando/Inter/acessar.php,phishing
http://storage.googleapis.com/preciousomo/sun.html,phishing
https://click.email.microsoftemail.com/?qs=06f48a7e9e7d193f133a6b2b13d7,phishing
https://click.email.microsoftemail.com/?qs=06f48a7e9e7d193fa209c07c0670d1c789a2bba43b5cc8a1e96c946bf3ca343f3a28cc3556a0eafc283ccfdafcceb909d893cff16f0a75ea,phishing
https://click.email.microsoftemail.com/?qs=06f48a7e9e7d193f0e379ddf08083ef5c5ffb576320adcc4f86a5d5f442659eb175659b1af2a31f8ee8c7859dec13de3f6fc7d61597474ea,phishing
https://addergytech.com/storage/alibaba/vqcr8bp0gud&amp;lc=1033&amp;id=64855&amp;mkt=en-us&amp;cbcxt=mai&amp;snsc.php,phishing
http://oldegreen.com/recal/yahoo/home/index.php,phishing
http://addergytech.com/storage/alibaba/vqcr8bp0gud&amp;lc=1033&amp;id=64855&amp;mkt=en-us&amp;cbcxt=mai&amp;snsc.php,phishing
http://www.houseoftiresbcs.com/Adobe/css/XML/PDF/georgetrent2941.html,phishing
http://cli.re/g4ka7R,phishing
http://orngmesmerize.paperplane.io/,phishing
http://rigoniemedeiros.com.br/ad/,phishing
http://tasche.com.br/ad/,phishing
http://www.mhsconsis.com.br/ad/,phishing
https://1drv.ms/w/s!Alf6qyCy8sd-aGBKZ_DrxgH_QIs,phishing
http://trioeletricotwister.com.br/cp/,phishing
http://scanmail.trustwave.com/?c=7440&d=h5T0266M40Lern6NzR2TDbXGJPo6dzhcpe4QFSGg6g&u=http%3a%2f%2fwww%2eseawoosteel%2ecom%2fWkeTZlJ%2f%3fsetquota%3dsdfhsodfihsiufgisfouo%26uid%3dkhaled%2esifri%40eibank%2ecom%26err%3d0%26a%3dhjgchkldjfhjv%26secure%3dgdfhjklvdkkvdjfvbdlfjvbdkvjlkdfnldvdvlvkndbdfvndlfvljbdvvfnlkd,phishing
http://bomdeobra.com/cp/,phishing
https://mysite.plexusworldwide.com/heidimccartney,phishing
